Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Somalia,SOM,"Population, total",SP.POP.TOTL,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300,16537016,17065581,17597511,18143378
Somalia,SOM,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,..,..,..,..,..,..,..,..
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,..,..,..,..,..,..,..,..
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,1325.275077,1503.133889,1455.358407,1114.923723,1659.140787,1245.149311,1071.777765,..,..,..,..,..,..,..,..
South Sudan,SSD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.428311416,0.224489691,-9.561710727,-48.3924544,9.010103006,2.384898534,-10.64207441,..,..,..,..,..,..,..,..
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,..,..,..,16.93479341,17.57478043,17.74450335,17.71446046,17.51159939,16.86614973,16.45012739,16.53294827,16.78386372,17.00864336,..,..
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,4.491270715,5.123598025,5.298815021,4.379420995,3.709465732,0.96108528,-0.169451605,-1.15177979,-3.755484458,-2.497541774,0.502203354,1.506267728,1.3303716,1.52247695,1.596546223
South Sudan,SSD,"Population, total",SP.POP.TOTL,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666,10606227,10748272,10913164,11088796
South Sudan,SSD,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,56.6,..,..,..,..,..,..,86.5,..,..,..,..,..,..,..
South Sudan,SSD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,34.5,..,..,..,..,..,..,67.3,..,..,..,..,..,..,..
South Sudan,SSD,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,14.5,..,..,..,..,..,..,32,..,..,..,..,..,..,..
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750,34229513775,51666875363,1.09327E+11
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.767704366,3.858241952,-3.213532093,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629800824,-1.868520483,-0.957816591,-12.0467792
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1223.903442,1356.894653,1391.425659,1070.339722,1195.420288,1338.173096,1355.126099,1082.616577,1014.842468,769.8691406,748.0109253,608.3325195,749.7067871,1102.245361,2272.485596
Sudan,SDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.737535577,0.806213762,6.364974079,-6.662419424,-0.398675964,1.797467159,-1.207998062,0.29878369,-2.515686387,-5.737812284,-4.968250702,-6.250228079,-4.483619626,-3.529269346,-14.30425352
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,13.8670686,14.2003085,14.48637374,18.82215846,19.26697216,19.80901767,20.43424946,21.07985493,21.77720985,22.4834363,23.14351874,23.79041006,24.44175696,..,..
Sudan,SDN,Population growth (annual %),SP.POP.GROW,2.716265689,2.374682589,1.99447755,2.127629014,2.33575259,2.774492861,3.107511671,3.110545313,3.254616171,3.191487022,2.893589969,2.756778785,2.70104594,2.630614261,2.60018917
Sudan,SDN,"Population, total",SP.POP.TOTL,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486,45657202,46874204,48109006
Sudan,SDN,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,47.8,..,..,..,..,49.7,..,..,..,..,..,..,..,..,..
Sudan,SDN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,18.6,..,..,..,..,15.3,..,..,..,..,..,..,..,..,..
Sudan,SDN,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,52.3,..,..,..,..,..,..,..,..,..
Sudan,SDN,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,5.2,..,..,..,..,3.6,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,54111735242,61390831318,67539427671,43190317725,21361254648,21502061462,16466863097,12597854884,16369843341,21497782881,22583045053,11155888304,8980060819,..,..
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.912042793,5.191905841,2.850002844,-26.33901708,-26.30008766,-10.31033991,-4.179791613,-6.405590739,-0.723281777,1.393176078,1.220705221,-0.182330467,1.29973809,..,..
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,2479.094234,2748.322694,2971.282434,1910.604526,993.7398831,1071.234204,857.4178848,664.2948472,862.3253276,1111.946829,1123.632353,537.0483709,421.1173452,..,..
